"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2017/05/15","兵庫県","尼崎市",463940,41703,9.0,"2016/01/01","2017/05/15",282022
"2017/05/15","兵庫県","明石市",298059,25095,8.4,"2016/01/01","2017/05/15",282031
"2017/05/15","兵庫県","西宮市",484892,53867,11.1,"2016/01/01","2017/05/15",282049
"2017/05/15","兵庫県","洲本市",45910,4135,9.0,"2016/01/01","2017/05/15",282057
"2017/05/15","兵庫県","芦屋市",96748,14126,14.6,"2016/01/01","2017/05/15",282065
"2017/05/15","兵庫県","伊丹市",202037,22477,11.1,"2016/01/01","2017/05/15",282073
"2017/05/15","兵庫県","相生市",30453,2396,7.9,"2016/01/01","2017/05/15",282081
"2017/05/15","兵庫県","豊岡市",84823,5748,6.8,"2016/01/01","2017/05/15",282090
"2017/05/15","兵庫県","加古川市",269555,29836,11.1,"2016/01/01","2017/05/15",282103
"2017/05/15","兵庫県","赤穂市",49616,5194,10.5,"2016/01/01","2017/05/15",282120
"2017/05/15","兵庫県","西脇市",42082,2661,6.3,"2016/01/01","2017/05/15",282138
"2017/05/15","兵庫県","宝塚市",233962,22162,9.5,"2016/01/01","2017/05/15",282146
"2017/05/15","兵庫県","三木市",79282,8594,10.8,"2016/01/01","2017/05/15",282154
"2017/05/15","兵庫県","高砂市",93356,9099,9.7,"2016/01/01","2017/05/15",282162
"2017/05/15","兵庫県","川西市",160154,20285,12.7,"2016/01/01","2017/05/15",282171
"2017/05/15","兵庫県","小野市",49319,3594,7.3,"2016/01/01","2017/05/15",282189
"2017/05/15","兵庫県","三田市",113996,10050,8.8,"2016/01/01","2017/05/15",282197
"2017/05/15","兵庫県","加西市",45345,3278,7.2,"2016/01/01","2017/05/15",282201
"2017/05/15","兵庫県","丹波篠山市",42948,2919,6.8,"2016/01/01","2017/05/15",282219
"2017/05/15","兵庫県","養父市",25139,2034,8.1,"2016/01/01","2017/05/15",282227
"2017/05/15","兵庫県","丹波市",66858,4417,6.6,"2016/01/01","2017/05/15",282235
"2017/05/15","兵庫県","南あわじ市",49265,2779,5.6,"2016/01/01","2017/05/15",282243
"2017/05/15","兵庫県","朝来市",31854,2218,7.0,"2016/01/01","2017/05/15",282251
"2017/05/15","兵庫県","淡路市",45840,3567,7.8,"2016/01/01","2017/05/15",282260
"2017/05/15","兵庫県","宍粟市",40061,3019,7.5,"2016/01/01","2017/05/15",282278
"2017/05/15","兵庫県","加東市",39974,5090,12.7,"2016/01/01","2017/05/15",282286
"2017/05/15","兵庫県","たつの市",78812,7130,9.0,"2016/01/01","2017/05/15",282294
"2017/05/15","兵庫県","川辺郡猪名川町",31731,3854,12.1,"2016/01/01","2017/05/15",283011
"2017/05/15","兵庫県","多可郡多可町",22016,1562,7.1,"2016/01/01","2017/05/15",283657
"2017/05/15","兵庫県","加古郡稲美町",31630,3139,9.9,"2016/01/01","2017/05/15",283819
"2017/05/15","兵庫県","加古郡播磨町",34732,5486,15.8,"2016/01/01","2017/05/15",283827
"2017/05/15","兵庫県","神崎郡市川町",12854,1071,8.3,"2016/01/01","2017/05/15",284424
"2017/05/15","兵庫県","神崎郡福崎町",19568,1078,5.5,"2016/01/01","2017/05/15",284432
"2017/05/15","兵庫県","神崎郡神河町",11981,1168,9.7,"2016/01/01","2017/05/15",284467
"2017/05/15","兵庫県","揖保郡太子町",34434,3607,10.5,"2016/01/01","2017/05/15",284645
"2017/05/15","兵庫県","赤穂郡上郡町",15815,1848,11.7,"2016/01/01","2017/05/15",284815
"2017/05/15","兵庫県","佐用郡佐用町",18152,1233,6.8,"2016/01/01","2017/05/15",285013
"2017/05/15","兵庫県","美方郡香美町",19096,1553,8.1,"2016/01/01","2017/05/15",285854
"2017/05/15","兵庫県","美方郡新温泉町",15451,1091,7.1,"2016/01/01","2017/05/15",285862
"2017/05/15","奈良県","奈良市",362074,35359,9.8,"2016/01/01","2017/05/15",292010
"2017/05/15","奈良県","大和高田市",67496,5797,8.6,"2016/01/01","2017/05/15",292028
"2017/05/15","奈良県","大和郡山市",88268,11234,12.7,"2016/01/01","2017/05/15",292036
"2017/05/15","奈良県","天理市",67238,6967,10.4,"2016/01/01","2017/05/15",292044
"2017/05/15","奈良県","橿原市",124113,20666,16.7,"2016/01/01","2017/05/15",292052
"2017/05/15","奈良県","桜井市",59045,4477,7.6,"2016/01/01","2017/05/15",292061
"2017/05/15","奈良県","五條市",32576,2339,7.2,"2016/01/01","2017/05/15",292079
"2017/05/15","奈良県","御所市",27466,2423,8.8,"2016/01/01","2017/05/15",292087
"2017/05/15","奈良県","生駒市",120944,17883,14.8,"2016/01/01","2017/05/15",292095
"2017/05/15","奈良県","香芝市",78512,7260,9.2,"2016/01/01","2017/05/15",292109
"2017/05/15","奈良県","葛城市",37062,2744,7.4,"2016/01/01","2017/05/15",292117
"2017/05/15","奈良県","宇陀市",32290,2822,8.7,"2016/01/01","2017/05/15",292125
"2017/05/15","奈良県","山辺郡山添村",3812,200,5.2,"2016/01/01","2017/05/15",293229
"2017/05/15","奈良県","生駒郡平群町",19407,1916,9.9,"2016/01/01","2017/05/15",293423
"2017/05/15","奈良県","生駒郡三郷町",23260,2263,9.7,"2016/01/01","2017/05/15",293431
"2017/05/15","奈良県","生駒郡斑鳩町",28259,3041,10.8,"2016/01/01","2017/05/15",293440
"2017/05/15","奈良県","生駒郡安堵町",7639,642,8.4,"2016/01/01","2017/05/15",293458
"2017/05/15","奈良県","磯城郡川西町",8736,700,8.0,"2016/01/01","2017/05/15",293610
"2017/05/15","奈良県","磯城郡三宅町",7095,526,7.4,"2016/01/01","2017/05/15",293628
"2017/05/15","奈良県","磯城郡田原本町",32524,2818,8.7,"2016/01/01","2017/05/15",293636
"2017/05/15","奈良県","宇陀郡曽爾村",1581,94,5.9,"2016/01/01","2017/05/15",293857
"2017/05/15","奈良県","宇陀郡御杖村",1805,137,7.6,"2016/01/01","2017/05/15",293865
"2017/05/15","奈良県","高市郡高取町",7145,622,8.7,"2016/01/01","2017/05/15",294012
"2017/05/15","奈良県","高市郡明日香村",5734,442,7.7,"2016/01/01","2017/05/15",294021
"2017/05/15","奈良県","北葛城郡上牧町",23045,2082,9.0,"2016/01/01","2017/05/15",294241
"2017/05/15","奈良県","北葛城郡王寺町",23490,2539,10.8,"2016/01/01","2017/05/15",294250
"2017/05/15","奈良県","北葛城郡広陵町",34992,2663,7.6,"2016/01/01","2017/05/15",294268
"2017/05/15","奈良県","北葛城郡河合町",18360,1901,10.4,"2016/01/01","2017/05/15",294276
"2017/05/15","奈良県","吉野郡吉野町",7869,676,8.6,"2016/01/01","2017/05/15",294411
"2017/05/15","奈良県","吉野郡大淀町",18575,1481,8.0,"2016/01/01","2017/05/15",294420
"2017/05/15","奈良県","吉野郡下市町",5981,523,8.7,"2016/01/01","2017/05/15",294438
"2017/05/15","奈良県","吉野郡黒滝村",774,46,5.9,"2016/01/01","2017/05/15",294446
"2017/05/15","奈良県","吉野郡天川村",1530,88,5.8,"2016/01/01","2017/05/15",294462
"2017/05/15","奈良県","吉野郡野迫川村",450,40,8.9,"2016/01/01","2017/05/15",294471
"2017/05/15","奈良県","吉野郡十津川村",3594,279,7.8,"2016/01/01","2017/05/15",294497
"2017/05/15","奈良県","吉野郡下北山村",1005,107,10.6,"2016/01/01","2017/05/15",294501
"2017/05/15","奈良県","吉野郡上北山村",567,109,19.2,"2016/01/01","2017/05/15",294519
"2017/05/15","奈良県","吉野郡川上村",1545,126,8.2,"2016/01/01","2017/05/15",294527
"2017/05/15","奈良県","吉野郡東吉野村",1960,89,4.5,"2016/01/01","2017/05/15",294535
"2017/05/15","和歌山県","和歌山市",375269,26401,7.0,"2016/01/01","2017/05/15",302015
"2017/05/15","和歌山県","海南市",53323,4224,7.9,"2016/01/01","2017/05/15",302023
"2017/05/15","和歌山県","橋本市",65074,6365,9.8,"2016/01/01","2017/05/15",302031
"2017/05/15","和歌山県","有田市",29730,1374,4.6,"2016/01/01","2017/05/15",302040
"2017/05/15","和歌山県","御坊市",24599,1712,7.0,"2016/01/01","2017/05/15",302058
"2017/05/15","和歌山県","田辺市",77486,5877,7.6,"2016/01/01","2017/05/15",302066
"2017/05/15","和歌山県","新宮市",30431,2181,7.2,"2016/01/01","2017/05/15",302074
"2017/05/15","和歌山県","紀の川市",65318,4325,6.6,"2016/01/01","2017/05/15",302082
"2017/05/15","和歌山県","岩出市",53818,3760,7.0,"2016/01/01","2017/05/15",302091
"2017/05/15","和歌山県","海草郡紀美野町",9599,591,6.2,"2016/01/01","2017/05/15",303046
"2017/05/15","和歌山県","伊都郡かつらぎ町",17733,1270,7.2,"2016/01/01","2017/05/15",303411
"2017/05/15","和歌山県","伊都郡九度山町",4606,339,7.4,"2016/01/01","2017/05/15",303437
"2017/05/15","和歌山県","伊都郡高野町",3298,266,8.1,"2016/01/01","2017/05/15",303445
"2017/05/15","和歌山県","有田郡湯浅町",12786,653,5.1,"2016/01/01","2017/05/15",303615
"2017/05/15","和歌山県","有田郡広川町",7423,363,4.9,"2016/01/01","2017/05/15",303623
"2017/05/15","和歌山県","有田郡有田川町",27286,1568,5.7,"2016/01/01","2017/05/15",303666
"2017/05/15","和歌山県","日高郡美浜町",7610,448,5.9,"2016/01/01","2017/05/15",303810
"2017/05/15","和歌山県","日高郡日高町",7928,433,5.5,"2016/01/01","2017/05/15",303828
"2017/05/15","和歌山県","日高郡由良町",6202,330,5.3,"2016/01/01","2017/05/15",303836
"2017/05/15","和歌山県","日高郡印南町",8626,400,4.6,"2016/01/01","2017/05/15",303909
"2017/05/15","和歌山県","日高郡みなべ町",13422,709,5.3,"2016/01/01","2017/05/15",303917
"2017/05/15","和歌山県","日高郡日高川町",10279,594,5.8,"2016/01/01","2017/05/15",303925
"2017/05/15","和歌山県","西牟婁郡白浜町",22322,1569,7.0,"2016/01/01","2017/05/15",304018
"2017/05/15","和歌山県","西牟婁郡上富田町",15527,982,6.3,"2016/01/01","2017/05/15",304042
"2017/05/15","和歌山県","西牟婁郡すさみ町",4342,294,6.8,"2016/01/01","2017/05/15",304069
"2017/05/15","和歌山県","東牟婁郡那智勝浦町",16276,1086,6.7,"2016/01/01","2017/05/15",304212
"2017/05/15","和歌山県","東牟婁郡太地町",3291,202,6.1,"2016/01/01","2017/05/15",304221
"2017/05/15","和歌山県","東牟婁郡古座川町",2930,167,5.7,"2016/01/01","2017/05/15",304247
"2017/05/15","和歌山県","東牟婁郡北山村",460,35,7.6,"2016/01/01","2017/05/15",304271
"2017/05/15","和歌山県","東牟婁郡串本町",17323,1128,6.5,"2016/01/01","2017/05/15",304280
"2017/05/15","鳥取県","鳥取市",191969,14807,7.7,"2016/01/01","2017/05/15",312011
"2017/05/15","鳥取県","米子市",149731,10826,7.2,"2016/01/01","2017/05/15",312029
"2017/05/15","鳥取県","倉吉市",48889,3474,7.1,"2016/01/01","2017/05/15",312037
"2017/05/15","鳥取県","境港市",35254,2516,7.1,"2016/01/01","2017/05/15",312045
"2017/05/15","鳥取県","岩美郡岩美町",12023,899,7.5,"2016/01/01","2017/05/15",313025
"2017/05/15","鳥取県","八頭郡若桜町",3505,214,6.1,"2016/01/01","2017/05/15",313254
"2017/05/15","鳥取県","八頭郡智頭町",7523,498,6.6,"2016/01/01","2017/05/15",313289
"2017/05/15","鳥取県","八頭郡八頭町",17911,1298,7.2,"2016/01/01","2017/05/15",313297
"2017/05/15","鳥取県","東伯郡三朝町",6816,504,7.4,"2016/01/01","2017/05/15",313645
"2017/05/15","鳥取県","東伯郡湯梨浜町",17250,1046,6.1,"2016/01/01","2017/05/15",313700
"2017/05/15","鳥取県","東伯郡琴浦町",18174,2495,13.7,"2016/01/01","2017/05/15",313718
"2017/05/15","鳥取県","東伯郡北栄町",15533,996,6.4,"2016/01/01","2017/05/15",313726
"2017/05/15","鳥取県","西伯郡日吉津村",3497,249,7.1,"2016/01/01","2017/05/15",313840
"2017/05/15","鳥取県","西伯郡大山町",17003,1412,8.3,"2016/01/01","2017/05/15",313866
"2017/05/15","鳥取県","西伯郡南部町",11243,868,7.7,"2016/01/01","2017/05/15",313891
"2017/05/15","鳥取県","西伯郡伯耆町",11371,1003,8.8,"2016/01/01","2017/05/15",313904
"2017/05/15","鳥取県","日野郡日南町",5056,454,9.0,"2016/01/01","2017/05/15",314013
"2017/05/15","鳥取県","日野郡日野町",3414,256,7.5,"2016/01/01","2017/05/15",314021
"2017/05/15","鳥取県","日野郡江府町",3147,218,6.9,"2016/01/01","2017/05/15",314030
"2017/05/15","島根県","松江市",204952,15239,7.4,"2016/01/01","2017/05/15",322016
"2017/05/15","島根県","浜田市",56730,5586,9.8,"2016/01/01","2017/05/15",322024
"2017/05/15","島根県","出雲市",175118,13105,7.5,"2016/01/01","2017/05/15",322032
"2017/05/15","島根県","益田市",48607,3907,8.0,"2016/01/01","2017/05/15",322041
"2017/05/15","島根県","大田市",36668,3226,8.8,"2016/01/01","2017/05/15",322059
"2017/05/15","島根県","安来市",40349,3812,9.4,"2016/01/01","2017/05/15",322067
"2017/05/15","島根県","江津市",24685,2489,10.1,"2016/01/01","2017/05/15",322075
"2017/05/15","島根県","雲南市",40489,2933,7.2,"2016/01/01","2017/05/15",322091
"2017/05/15","島根県","仁多郡奥出雲町",13582,972,7.2,"2016/01/01","2017/05/15",323438
"2017/05/15","島根県","飯石郡飯南町",5162,313,6.1,"2016/01/01","2017/05/15",323861
"2017/05/15","島根県","邑智郡川本町",3484,384,11.0,"2016/01/01","2017/05/15",324418
"2017/05/15","島根県","邑智郡美郷町",5103,409,8.0,"2016/01/01","2017/05/15",324485
"2017/05/15","島根県","邑智郡邑南町",11334,1164,10.3,"2016/01/01","2017/05/15",324493
"2017/05/15","島根県","鹿足郡津和野町",7902,640,8.1,"2016/01/01","2017/05/15",325015
"2017/05/15","島根県","鹿足郡吉賀町",6516,444,6.8,"2016/01/01","2017/05/15",325058
"2017/05/15","島根県","隠岐郡海士町",2355,152,6.5,"2016/01/01","2017/05/15",325252
"2017/05/15","島根県","隠岐郡西ノ島町",2974,204,6.9,"2016/01/01","2017/05/15",325261
"2017/05/15","島根県","隠岐郡知夫村",592,41,6.9,"2016/01/01","2017/05/15",325279
"2017/05/15","島根県","隠岐郡隠岐の島町",14792,1102,7.4,"2016/01/01","2017/05/15",325287
"2017/05/15","岡山県","岡山市",707615,52868,7.5,"2016/01/01","2017/05/15",331007
"2017/05/15","岡山県","倉敷市",483970,37746,7.8,"2016/01/01","2017/05/15",332020
"2017/05/15","岡山県","津山市",103954,7333,7.1,"2016/01/01","2017/05/15",332038
"2017/05/15","岡山県","玉野市",61945,5580,9.0,"2016/01/01","2017/05/15",332046
"2017/05/15","岡山県","笠岡市",51219,4018,7.8,"2016/01/01","2017/05/15",332054
"2017/05/15","岡山県","井原市",42158,3160,7.5,"2016/01/01","2017/05/15",332071
"2017/05/15","岡山県","総社市",67992,5608,8.2,"2016/01/01","2017/05/15",332089
"2017/05/15","岡山県","高梁市",32363,3021,9.3,"2016/01/01","2017/05/15",332097
"2017/05/15","岡山県","新見市",31332,2874,9.2,"2016/01/01","2017/05/15",332101
"2017/05/15","岡山県","備前市",36545,3234,8.8,"2016/01/01","2017/05/15",332119
"2017/05/15","岡山県","瀬戸内市",38252,3029,7.9,"2016/01/01","2017/05/15",332127
"2017/05/15","岡山県","赤磐市",44781,3585,8.0,"2016/01/01","2017/05/15",332135
"2017/05/15","岡山県","真庭市",47820,3460,7.2,"2016/01/01","2017/05/15",332143
"2017/05/15","岡山県","美作市",29214,2223,7.6,"2016/01/01","2017/05/15",332151
"2017/05/15","岡山県","浅口市",35360,2843,8.0,"2016/01/01","2017/05/15",332160
"2017/05/15","岡山県","和気郡和気町",14806,1019,6.9,"2016/01/01","2017/05/15",333468
"2017/05/15","岡山県","都窪郡早島町",12293,941,7.7,"2016/01/01","2017/05/15",334235
"2017/05/15","岡山県","浅口郡里庄町",11159,918,8.2,"2016/01/01","2017/05/15",334456
"2017/05/15","岡山県","小田郡矢掛町",14794,946,6.4,"2016/01/01","2017/05/15",334618
"2017/05/15","岡山県","真庭郡新庄村",961,71,7.4,"2016/01/01","2017/05/15",335860
"2017/05/15","岡山県","苫田郡鏡野町",13609,1017,7.5,"2016/01/01","2017/05/15",336068
"2017/05/15","岡山県","勝田郡勝央町",11305,970,8.6,"2016/01/01","2017/05/15",336220
"2017/05/15","岡山県","勝田郡奈義町",6224,422,6.8,"2016/01/01","2017/05/15",336238
"2017/05/15","岡山県","英田郡西粟倉村",1519,123,8.1,"2016/01/01","2017/05/15",336432
"2017/05/15","岡山県","久米郡久米南町",5115,395,7.7,"2016/01/01","2017/05/15",336637
"2017/05/15","岡山県","久米郡美咲町",15209,1048,6.9,"2016/01/01","2017/05/15",336661
"2017/05/15","岡山県","加賀郡吉備中央町",12267,984,8.0,"2016/01/01","2017/05/15",336815
"2017/05/15","広島県","広島市",1191030,114217,9.6,"2016/01/01","2017/05/15",341002
"2017/05/15","広島県","呉市",232925,26630,11.4,"2016/01/01","2017/05/15",342025
"2017/05/15","広島県","竹原市",27222,3082,11.3,"2016/01/01","2017/05/15",342033
"2017/05/15","広島県","三原市",97872,10199,10.4,"2016/01/01","2017/05/15",342041
"2017/05/15","広島県","尾道市",142462,11990,8.4,"2016/01/01","2017/05/15",342050
"2017/05/15","広島県","福山市",471974,32476,6.9,"2016/01/01","2017/05/15",342076
"2017/05/15","広島県","府中市",41365,3373,8.2,"2016/01/01","2017/05/15",342084
"2017/05/15","広島県","三次市",54622,4897,9.0,"2016/01/01","2017/05/15",342092
"2017/05/15","広島県","庄原市",37557,2820,7.5,"2016/01/01","2017/05/15",342106
"2017/05/15","広島県","大竹市",27985,2795,10.0,"2016/01/01","2017/05/15",342114
"2017/05/15","広島県","東広島市",185374,20718,11.2,"2016/01/01","2017/05/15",342122
"2017/05/15","広島県","廿日市市",117292,10765,9.2,"2016/01/01","2017/05/15",342131
"2017/05/15","広島県","安芸高田市",30150,3326,11.0,"2016/01/01","2017/05/15",342149
"2017/05/15","広島県","江田島市",25144,2420,9.6,"2016/01/01","2017/05/15",342157
"2017/05/15","広島県","安芸郡府中町",52093,5560,10.7,"2016/01/01","2017/05/15",343021
"2017/05/15","広島県","安芸郡海田町",29280,3174,10.8,"2016/01/01","2017/05/15",343048
"2017/05/15","広島県","安芸郡熊野町",24667,2387,9.7,"2016/01/01","2017/05/15",343072
"2017/05/15","広島県","安芸郡坂町",13099,1264,9.6,"2016/01/01","2017/05/15",343099
"2017/05/15","広島県","山県郡安芸太田町",6807,555,8.2,"2016/01/01","2017/05/15",343684
"2017/05/15","広島県","山県郡北広島町",19459,1834,9.4,"2016/01/01","2017/05/15",343692
"2017/05/15","広島県","豊田郡大崎上島町",7988,829,10.4,"2016/01/01","2017/05/15",344311
"2017/05/15","広島県","世羅郡世羅町",17077,1376,8.1,"2016/01/01","2017/05/15",344621
"2017/05/15","広島県","神石郡神石高原町",9767,845,8.7,"2016/01/01","2017/05/15",345458
"2017/05/15","山口県","下関市",272360,24567,9.0,"2016/01/01","2017/05/15",352012
"2017/05/15","山口県","宇部市",169349,15260,9.0,"2016/01/01","2017/05/15",352021
"2017/05/15","山口県","山口市",194121,16101,8.3,"2016/01/01","2017/05/15",352039
"2017/05/15","山口県","萩市",50630,4132,8.2,"2016/01/01","2017/05/15",352047
"2017/05/15","山口県","防府市",117713,10797,9.2,"2016/01/01","2017/05/15",352063
"2017/05/15","山口県","下松市",56582,5590,9.9,"2016/01/01","2017/05/15",352071
"2017/05/15","山口県","岩国市",139986,13612,9.7,"2016/01/01","2017/05/15",352080
"2017/05/15","山口県","光市",52577,4994,9.5,"2016/01/01","2017/05/15",352101
"2017/05/15","山口県","長門市",36130,3302,9.1,"2016/01/01","2017/05/15",352110
"2017/05/15","山口県","柳井市",33338,3249,9.7,"2016/01/01","2017/05/15",352128
"2017/05/15","山口県","美祢市",26116,2367,9.1,"2016/01/01","2017/05/15",352136
"2017/05/15","山口県","周南市",147482,14536,9.9,"2016/01/01","2017/05/15",352152
"2017/05/15","山口県","山陽小野田市",64366,5321,8.3,"2016/01/01","2017/05/15",352161
"2017/05/15","山口県","大島郡周防大島町",17649,1865,10.6,"2016/01/01","2017/05/15",353051
"2017/05/15","山口県","玖珂郡和木町",6470,732,11.3,"2016/01/01","2017/05/15",353213
"2017/05/15","山口県","熊毛郡上関町",3053,127,4.2,"2016/01/01","2017/05/15",353418
"2017/05/15","山口県","熊毛郡田布施町",15750,1529,9.7,"2016/01/01","2017/05/15",353434
"2017/05/15","山口県","熊毛郡平生町",12528,1098,8.8,"2016/01/01","2017/05/15",353442
"2017/05/15","山口県","阿武郡阿武町",3581,305,8.5,"2016/01/01","2017/05/15",355020
"2017/05/15","徳島県","徳島市",256451,18815,7.3,"2016/01/01","2017/05/15",362018
"2017/05/15","徳島県","鳴門市",60111,4950,8.2,"2016/01/01","2017/05/15",362026
"2017/05/15","徳島県","小松島市",39612,2921,7.4,"2016/01/01","2017/05/15",362034
"2017/05/15","徳島県","阿南市",75653,4826,6.4,"2016/01/01","2017/05/15",362042
"2017/05/15","徳島県","吉野川市",42943,2585,6.0,"2016/01/01","2017/05/15",362051
"2017/05/15","徳島県","阿波市",39223,2210,5.6,"2016/01/01","2017/05/15",362069
"2017/05/15","徳島県","美馬市",30860,2243,7.3,"2016/01/01","2017/05/15",362077
"2017/05/15","徳島県","三好市",28242,2930,10.4,"2016/01/01","2017/05/15",362085
"2017/05/15","徳島県","勝浦郡勝浦町",5516,336,6.1,"2016/01/01","2017/05/15",363014
"2017/05/15","徳島県","勝浦郡上勝町",1699,187,11.0,"2016/01/01","2017/05/15",363022
"2017/05/15","徳島県","名東郡佐那河内村",2499,191,7.6,"2016/01/01","2017/05/15",363219
"2017/05/15","徳島県","名西郡石井町",26357,1716,6.5,"2016/01/01","2017/05/15",363413
"2017/05/15","徳島県","名西郡神山町",5810,346,6.0,"2016/01/01","2017/05/15",363421
"2017/05/15","徳島県","那賀郡那賀町",9107,460,5.1,"2016/01/01","2017/05/15",363685
"2017/05/15","徳島県","海部郡牟岐町",4474,230,5.1,"2016/01/01","2017/05/15",363839
"2017/05/15","徳島県","海部郡美波町",7315,585,8.0,"2016/01/01","2017/05/15",363871
"2017/05/15","徳島県","海部郡海陽町",10002,532,5.3,"2016/01/01","2017/05/15",363880
"2017/05/15","徳島県","板野郡松茂町",15426,1439,9.3,"2016/01/01","2017/05/15",364011
"2017/05/15","徳島県","板野郡北島町",23004,1747,7.6,"2016/01/01","2017/05/15",364029
"2017/05/15","徳島県","板野郡藍住町",34869,2760,7.9,"2016/01/01","2017/05/15",364037
"2017/05/15","徳島県","板野郡板野町",13648,1140,8.4,"2016/01/01","2017/05/15",364045
"2017/05/15","徳島県","板野郡上板町",12455,660,5.3,"2016/01/01","2017/05/15",364053
"2017/05/15","徳島県","美馬郡つるぎ町",9838,662,6.7,"2016/01/01","2017/05/15",364681
"2017/05/15","徳島県","三好郡東みよし町",14943,1003,6.7,"2016/01/01","2017/05/15",364894
"2017/05/15","香川県","高松市",429451,33753,7.9,"2016/01/01","2017/05/15",372013
"2017/05/15","香川県","丸亀市",113587,7996,7.0,"2016/01/01","2017/05/15",372021
"2017/05/15","香川県","坂出市",54798,3668,6.7,"2016/01/01","2017/05/15",372030
"2017/05/15","香川県","善通寺市",32842,2740,8.3,"2016/01/01","2017/05/15",372048
"2017/05/15","香川県","観音寺市",62130,3781,6.1,"2016/01/01","2017/05/15",372056
"2017/05/15","香川県","さぬき市",50965,4008,7.9,"2016/01/01","2017/05/15",372064
"2017/05/15","香川県","東かがわ市",32365,2609,8.1,"2016/01/01","2017/05/15",372072
"2017/05/15","香川県","三豊市",68084,5318,7.8,"2016/01/01","2017/05/15",372081
"2017/05/15","香川県","小豆郡土庄町",14722,1098,7.5,"2016/01/01","2017/05/15",373222
"2017/05/15","香川県","小豆郡小豆島町",15525,1097,7.1,"2016/01/01","2017/05/15",373249
"2017/05/15","香川県","木田郡三木町",28632,2130,7.4,"2016/01/01","2017/05/15",373419
"2017/05/15","香川県","香川郡直島町",3144,254,8.1,"2016/01/01","2017/05/15",373648
"2017/05/15","香川県","綾歌郡宇多津町",18508,1279,6.9,"2016/01/01","2017/05/15",373869
"2017/05/15","香川県","綾歌郡綾川町",24742,1640,6.6,"2016/01/01","2017/05/15",373877
"2017/05/15","香川県","仲多度郡琴平町",9572,773,8.1,"2016/01/01","2017/05/15",374032
"2017/05/15","香川県","仲多度郡多度津町",23726,1643,6.9,"2016/01/01","2017/05/15",374041
"2017/05/15","香川県","仲多度郡まんのう町",19380,1232,6.4,"2016/01/01","2017/05/15",374067
"2017/05/15","愛媛県","松山市",517057,37431,7.2,"2016/01/01","2017/05/15",382019
"2017/05/15","愛媛県","今治市",164769,11824,7.2,"2016/01/01","2017/05/15",382027
"2017/05/15","愛媛県","宇和島市",80422,5990,7.4,"2016/01/01","2017/05/15",382035
"2017/05/15","愛媛県","八幡浜市",35931,2991,8.3,"2016/01/01","2017/05/15",382043
"2017/05/15","愛媛県","新居浜市",122347,8582,7.0,"2016/01/01","2017/05/15",382051
"2017/05/15","愛媛県","西条市",112230,7094,6.3,"2016/01/01","2017/05/15",382060
"2017/05/15","愛媛県","大洲市",45539,2862,6.3,"2016/01/01","2017/05/15",382078
"2017/05/15","愛媛県","伊予市",38170,2563,6.7,"2016/01/01","2017/05/15",382108
"2017/05/15","愛媛県","四国中央市",90242,4754,5.3,"2016/01/01","2017/05/15",382132
"2017/05/15","愛媛県","西予市",40426,6173,15.3,"2016/01/01","2017/05/15",382141
"2017/05/15","愛媛県","東温市",33766,2750,8.1,"2016/01/01","2017/05/15",382159
"2017/05/15","愛媛県","越智郡上島町",7319,911,12.4,"2016/01/01","2017/05/15",383562
"2017/05/15","愛媛県","上浮穴郡久万高原町",9040,863,9.5,"2016/01/01","2017/05/15",383864
"2017/05/15","愛媛県","伊予郡松前町",30985,2656,8.6,"2016/01/01","2017/05/15",384011
"2017/05/15","愛媛県","伊予郡砥部町",21612,1891,8.7,"2016/01/01","2017/05/15",384020
"2017/05/15","愛媛県","喜多郡内子町",17543,1212,6.9,"2016/01/01","2017/05/15",384224
"2017/05/15","愛媛県","西宇和郡伊方町",10224,683,6.7,"2016/01/01","2017/05/15",384429
"2017/05/15","愛媛県","北宇和郡松野町",4224,235,5.6,"2016/01/01","2017/05/15",384844
"2017/05/15","愛媛県","北宇和郡鬼北町",11045,926,8.4,"2016/01/01","2017/05/15",384887
"2017/05/15","愛媛県","南宇和郡愛南町",23106,1506,6.5,"2016/01/01","2017/05/15",385069
"2017/05/15","高知県","高知市",336052,20320,6.0,"2016/01/01","2017/05/15",392014
"2017/05/15","高知県","室戸市",14562,1231,8.5,"2016/01/01","2017/05/15",392022
"2017/05/15","高知県","安芸市",18259,1090,6.0,"2016/01/01","2017/05/15",392031
"2017/05/15","高知県","南国市",48298,2341,4.8,"2016/01/01","2017/05/15",392049
"2017/05/15","高知県","土佐市",28063,1227,4.4,"2016/01/01","2017/05/15",392057
"2017/05/15","高知県","須崎市",23153,896,3.9,"2016/01/01","2017/05/15",392065
"2017/05/15","高知県","宿毛市",21598,1108,5.1,"2016/01/01","2017/05/15",392081
"2017/05/15","高知県","土佐清水市",14707,937,6.4,"2016/01/01","2017/05/15",392090
"2017/05/15","高知県","四万十市",35006,1930,5.5,"2016/01/01","2017/05/15",392103
"2017/05/15","高知県","香南市",34037,1900,5.6,"2016/01/01","2017/05/15",392111
"2017/05/15","高知県","香美市",26914,1153,4.3,"2016/01/01","2017/05/15",392120
"2017/05/15","高知県","安芸郡東洋町",2734,171,6.3,"2016/01/01","2017/05/15",393011
